specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
expanding,43,1897212,1,0.0,6,0,0,6,0.0,
expanding,43,1897212,1,1.0,22,5,5,28,0.22727272727272727,1.0
rolling_7d,43,1897212,0,0.0,3383,108,59,3541,0.0319243275199527,0.5462962962962963
rolling_7d,43,1897212,0,1.0,507,264,223,740,0.5207100591715976,0.8446969696969697
rolling_7d,43,1897212,1,0.0,6,0,0,6,0.0,
rolling_7d,43,1897212,1,1.0,22,5,5,28,0.22727272727272727,1.0
expanding,43,1897213,0,0.0,3349,153,107,3759,0.04568527918781726,0.6993464052287581
expanding,43,1897213,0,1.0,625,239,179,1286,0.3824,0.7489539748953975
expanding,43,1897213,1,0.0,14,3,2,20,0.21428571428571427,0.6666666666666666
expanding,43,1897213,1,1.0,29,5,5,71,0.1724137931034483,1.0
rolling_7d,43,1897213,0,0.0,3394,159,111,3806,0.04684737772539776,0.6981132075471698
rolling_7d,43,1897213,0,1.0,580,233,175,1239,0.4017241379310345,0.7510729613733905
rolling_7d,43,1897213,1,0.0,16,4,3,22,0.25,0.75
rolling_7d,43,1897213,1,1.0,27,4,4,69,0.14814814814814814,1.0
expanding,44,1897218,0,0.0,2615,157,64,2971,0.060038240917782024,0.40764331210191085
expanding,44,1897218,0,1.0,436,118,71,743,0.2706422018348624,0.6016949152542372
expanding,44,1897218,1,0.0,10,0,0,10,0.0,
expanding,44,1897218,1,1.0,31,2,2,98,0.06451612903225806,1.0
rolling_7d,44,1897218,0,0.0,2657,160,67,3014,0.06021829130598419,0.41875
rolling_7d,44,1897218,0,1.0,394,115,68,700,0.2918781725888325,0.591304347826087
rolling_7d,44,1897218,1,0.0,11,0,0,11,0.0,
rolling_7d,44,1897218,1,1.0,30,2,2,97,0.06666666666666667,1.0
expanding,44,1897221,0,0.0,3018,110,79,3221,0.03644797879390325,0.7181818181818181
expanding,44,1897221,0,1.0,448,151,115,882,0.33705357142857145,0.7615894039735099
expanding,44,1897221,1,0.0,5,0,0,5,0.0,
expanding,44,1897221,1,1.0,22,2,2,100,0.09090909090909091,1.0
rolling_7d,44,1897221,0,0.0,3062,114,81,3265,0.037230568256041804,0.7105263157894737
rolling_7d,44,1897221,0,1.0,404,147,113,838,0.36386138613861385,0.7687074829931972
rolling_7d,44,1897221,1,0.0,5,0,0,5,0.0,
rolling_7d,44,1897221,1,1.0,22,2,2,100,0.09090909090909091,1.0
expanding,44,1897223,0,0.0,6243,341,132,6686,0.05462117571680282,0.3870967741935484
expanding,44,1897223,0,1.0,732,281,193,1585,0.383879781420765,0.6868327402135231
expanding,44,1897223,1,0.0,21,1,1,28,0.047619047619047616,1.0
expanding,44,1897223,1,1.0,33,3,2,391,0.09090909090909091,0.6666666666666666
rolling_7d,44,1897223,0,0.0,6321,356,139,6775,0.056320202499604496,0.3904494382022472
rolling_7d,44,1897223,0,1.0,654,266,186,1496,0.40672782874617736,0.6992481203007519
rolling_7d,44,1897223,1,0.0,22,1,1,29,0.045454545454545456,1.0
rolling_7d,44,1897223,1,1.0,32,3,2,390,0.09375,0.6666666666666666
expanding,45,1897228,0,0.0,10328,683,313,11283,0.06613090627420604,0.4582723279648609
expanding,45,1897228,0,1.0,1428,720,442,3021,0.5042016806722689,0.6138888888888889
expanding,45,1897228,1,0.0,34,2,2,35,0.058823529411764705,1.0
expanding,45,1897228,1,1.0,59,9,7,302,0.15254237288135594,0.7777777777777778
rolling_7d,45,1897228,0,0.0,10558,765,376,11553,0.07245690471680243,0.4915032679738562
rolling_7d,45,1897228,0,1.0,1198,638,379,2751,0.5325542570951586,0.5940438871473355
rolling_7d,45,1897228,1,0.0,39,2,2,40,0.05128205128205128,1.0
rolling_7d,45,1897228,1,1.0,54,9,7,297,0.16666666666666666,0.7777777777777778
expanding,45,1897230,0,0.0,2882,84,50,2979,0.02914642609299098,0.5952380952380952
expanding,45,1897230,0,1.0,505,237,200,732,0.4693069306930693,0.8438818565400844
expanding,45,1897230,1,0.0,5,0,0,5,0.0,
expanding,45,1897230,1,1.0,21,3,3,30,0.14285714285714285,1.0
rolling_7d,45,1897230,0,0.0,2909,86,52,3006,0.029563423856995532,0.6046511627906976
rolling_7d,45,1897230,0,1.0,478,235,198,705,0.4916317991631799,0.8425531914893617
rolling_7d,45,1897230,1,0.0,5,0,0,5,0.0,
rolling_7d,45,1897230,1,1.0,21,3,3,30,0.14285714285714285,1.0
expanding,45,1897231,0,0.0,2432,163,56,2773,0.06702302631578948,0.34355828220858897
expanding,45,1897231,0,1.0,463,224,185,1548,0.4838012958963283,0.8258928571428571
expanding,45,1897231,1,0.0,4,0,0,5,0.0,
expanding,45,1897231,1,1.0,20,1,1,39,0.05,1.0
rolling_7d,45,1897231,0,0.0,2458,165,56,2799,0.06712774613506917,0.3393939393939394
rolling_7d,45,1897231,0,1.0,437,222,185,1522,0.5080091533180778,0.8333333333333334
rolling_7d,45,1897231,1,0.0,5,0,0,6,0.0,
rolling_7d,45,1897231,1,1.0,19,1,1,38,0.05263157894736842,1.0
expanding,46,1897236,0,0.0,9894,392,203,10232,0.03961997170002021,0.5178571428571429
expanding,46,1897236,0,1.0,1276,595,477,1970,0.4663009404388715,0.8016806722689076
expanding,46,1897236,1,0.0,44,0,0,51,0.0,
expanding,46,1897236,1,1.0,45,9,4,247,0.2,0.4444444444444444
rolling_7d,46,1897236,0,0.0,10061,436,239,10411,0.04333565251963026,0.5481651376146789
rolling_7d,46,1897236,0,1.0,1109,551,441,1791,0.49684400360685305,0.8003629764065335
rolling_7d,46,1897236,1,0.0,45,0,0,52,0.0,
rolling_7d,46,1897236,1,1.0,44,9,4,246,0.20454545454545456,0.4444444444444444
expanding,46,1897238,0,0.0,2701,165,46,2998,0.061088485746019994,0.2787878787878788
expanding,46,1897238,0,1.0,442,174,144,778,0.3936651583710407,0.8275862068965517
expanding,46,1897238,1,1.0,19,0,0,29,0.0,
rolling_7d,46,1897238,0,0.0,2731,169,47,3028,0.061882094470889784,0.2781065088757396
rolling_7d,46,1897238,0,1.0,412,170,143,748,0.41262135922330095,0.8411764705882353
rolling_7d,46,1897238,1,1.0,19,0,0,29,0.0,
expanding,46,1897240,0,0.0,3117,681,100,3440,0.21847930702598653,0.14684287812041116
expanding,46,1897240,0,1.0,425,162,152,777,0.3811764705882353,0.9382716049382716
expanding,46,1897240,1,0.0,8,0,0,8,0.0,
expanding,46,1897240,1,1.0,25,3,3,33,0.12,1.0
rolling_7d,46,1897240,0,0.0,3136,682,101,3460,0.21747448979591838,0.14809384164222875
rolling_7d,46,1897240,0,1.0,406,161,151,757,0.39655172413793105,0.937888198757764
rolling_7d,46,1897240,1,0.0,9,0,0,9,0.0,
rolling_7d,46,1897240,1,1.0,24,3,3,32,0.125,1.0
expanding,47,1897246,0,0.0,1816,108,39,2034,0.05947136563876652,0.3611111111111111
expanding,47,1897246,0,1.0,278,81,54,415,0.29136690647482016,0.6666666666666666
expanding,47,1897246,1,0.0,4,0,0,4,0.0,
expanding,47,1897246,1,1.0,22,5,4,29,0.22727272727272727,0.8
rolling_7d,47,1897246,0,0.0,1851,116,40,2071,0.06266882766072393,0.3448275862068966
rolling_7d,47,1897246,0,1.0,243,73,53,378,0.3004115226337449,0.726027397260274
rolling_7d,47,1897246,1,0.0,5,0,0,5,0.0,
rolling_7d,47,1897246,1,1.0,21,5,4,28,0.23809523809523808,0.8
expanding,47,1897247,0,0.0,2003,57,27,2084,0.028457314028956564,0.47368421052631576
expanding,47,1897247,0,1.0,332,127,105,418,0.3825301204819277,0.8267716535433071
expanding,47,1897247,1,0.0,10,3,3,10,0.3,1.0
expanding,47,1897247,1,1.0,17,1,1,20,0.058823529411764705,1.0
rolling_7d,47,1897247,0,0.0,2030,58,28,2113,0.02857142857142857,0.4827586206896552
rolling_7d,47,1897247,0,1.0,305,126,104,389,0.4131147540983607,0.8253968253968254
rolling_7d,47,1897247,1,0.0,11,3,3,11,0.2727272727272727,1.0
rolling_7d,47,1897247,1,1.0,16,1,1,19,0.0625,1.0
expanding,47,1897249,0,0.0,10663,331,174,11271,0.031041920660226954,0.525679758308157
expanding,47,1897249,0,1.0,1388,667,513,3493,0.48054755043227665,0.7691154422788605
expanding,47,1897249,1,0.0,42,5,4,46,0.11904761904761904,0.8
expanding,47,1897249,1,1.0,49,9,7,787,0.1836734693877551,0.7777777777777778
rolling_7d,47,1897249,0,0.0,10873,376,202,11508,0.034581072381127564,0.5372340425531915
rolling_7d,47,1897249,0,1.0,1178,622,485,3256,0.5280135823429541,0.7797427652733119
rolling_7d,47,1897249,1,0.0,45,5,4,49,0.1111111111111111,0.8
rolling_7d,47,1897249,1,1.0,46,9,7,784,0.1956521739130435,0.7777777777777778
expanding,48,1897254,0,0.0,9069,264,140,9901,0.029110155474694012,0.5303030303030303
expanding,48,1897254,0,1.0,967,427,298,2140,0.4415718717683557,0.6978922716627635
expanding,48,1897254,1,0.0,14,0,0,17,0.0,
expanding,48,1897254,1,1.0,31,3,1,520,0.0967741935483871,0.3333333333333333
rolling_7d,48,1897254,0,0.0,9183,278,149,10026,0.03027333115539584,0.5359712230215827
rolling_7d,48,1897254,0,1.0,853,413,289,2015,0.48417350527549824,0.6997578692493946
rolling_7d,48,1897254,1,0.0,15,0,0,17,0.0,
rolling_7d,48,1897254,1,1.0,30,3,1,520,0.1,0.3333333333333333
expanding,48,1897255,0,0.0,2880,75,36,3043,0.026041666666666668,0.48
expanding,48,1897255,0,1.0,346,137,101,560,0.3959537572254335,0.7372262773722628
expanding,48,1897255,1,0.0,8,0,0,8,0.0,
expanding,48,1897255,1,1.0,9,1,1,9,0.1111111111111111,1.0
rolling_7d,48,1897255,0,0.0,2912,75,36,3075,0.025755494505494504,0.48
rolling_7d,48,1897255,0,1.0,314,137,101,528,0.43630573248407645,0.7372262773722628
rolling_7d,48,1897255,1,0.0,8,0,0,8,0.0,
rolling_7d,48,1897255,1,1.0,9,1,1,9,0.1111111111111111,1.0
expanding,48,1897256,0,0.0,2328,177,67,2611,0.07603092783505154,0.3785310734463277
expanding,48,1897256,0,1.0,298,90,50,469,0.30201342281879195,0.5555555555555556
expanding,48,1897256,1,0.0,2,0,0,2,0.0,
expanding,48,1897256,1,1.0,12,2,1,14,0.16666666666666666,0.5
rolling_7d,48,1897256,0,0.0,2356,177,67,2639,0.07512733446519525,0.3785310734463277
rolling_7d,48,1897256,0,1.0,270,90,50,441,0.3333333333333333,0.5555555555555556
rolling_7d,48,1897256,1,0.0,3,0,0,3,0.0,
rolling_7d,48,1897256,1,1.0,11,2,1,13,0.18181818181818182,0.5
expanding,49,1897263,0,0.0,7768,629,305,8962,0.08097322348094747,0.4848966613672496
expanding,49,1897263,0,1.0,1027,507,335,3689,0.4936708860759494,0.6607495069033531
expanding,49,1897263,1,0.0,27,4,1,39,0.14814814814814814,0.25
expanding,49,1897263,1,1.0,29,6,4,63,0.20689655172413793,0.6666666666666666
rolling_7d,49,1897263,0,0.0,7832,640,309,9034,0.08171603677221655,0.4828125
rolling_7d,49,1897263,0,1.0,963,496,331,3617,0.5150571131879543,0.6673387096774194
rolling_7d,49,1897263,1,0.0,27,4,1,39,0.14814814814814814,0.25
rolling_7d,49,1897263,1,1.0,29,6,4,63,0.20689655172413793,0.6666666666666666
expanding,49,1897265,0,0.0,4792,141,74,5077,0.029424040066777964,0.524822695035461
expanding,49,1897265,0,1.0,617,341,239,958,0.5526742301458671,0.7008797653958945
expanding,49,1897265,1,0.0,16,1,1,19,0.0625,1.0
expanding,49,1897265,1,1.0,22,1,1,35,0.045454545454545456,1.0
rolling_7d,49,1897265,0,0.0,4823,144,75,5110,0.029856935517312874,0.5208333333333334
rolling_7d,49,1897265,0,1.0,586,338,238,925,0.5767918088737202,0.7041420118343196
rolling_7d,49,1897265,1,0.0,19,1,1,22,0.05263157894736842,1.0
rolling_7d,49,1897265,1,1.0,19,1,1,32,0.05263157894736842,1.0
expanding,49,1897266,0,0.0,4789,176,101,4937,0.03675088745040718,0.5738636363636364
expanding,49,1897266,0,1.0,566,263,172,1529,0.46466431095406363,0.6539923954372624
expanding,49,1897266,1,0.0,10,0,0,10,0.0,
expanding,49,1897266,1,1.0,26,2,0,40,0.07692307692307693,0.0
rolling_7d,49,1897266,0,0.0,4822,178,101,4989,0.03691414350891746,0.5674157303370787
rolling_7d,49,1897266,0,1.0,533,261,172,1477,0.4896810506566604,0.6590038314176245
rolling_7d,49,1897266,1,0.0,10,0,0,10,0.0,
rolling_7d,49,1897266,1,1.0,26,2,0,40,0.07692307692307693,0.0
expanding,50,1897271,0,0.0,5611,281,126,6702,0.05008019960791303,0.4483985765124555
expanding,50,1897271,0,1.0,677,310,239,1316,0.45790251107828656,0.7709677419354839
expanding,50,1897271,1,0.0,12,0,0,13,0.0,
expanding,50,1897271,1,1.0,20,3,2,420,0.15,0.6666666666666666
rolling_7d,50,1897271,0,0.0,5651,287,126,6754,0.050787471244027604,0.43902439024390244
rolling_7d,50,1897271,0,1.0,637,304,239,1264,0.4772370486656201,0.7861842105263158
rolling_7d,50,1897271,1,0.0,16,1,1,18,0.0625,1.0
rolling_7d,50,1897271,1,1.0,16,2,1,415,0.125,0.5
expanding,50,1897273,0,0.0,2798,85,65,2967,0.030378842030021443,0.7647058823529411
expanding,50,1897273,0,1.0,372,140,125,1182,0.3763440860215054,0.8928571428571429
expanding,50,1897273,1,0.0,1,0,0,1,0.0,
expanding,50,1897273,1,1.0,11,1,1,42,0.09090909090909091,1.0
rolling_7d,50,1897273,0,0.0,2830,88,68,3007,0.03109540636042403,0.7727272727272727
rolling_7d,50,1897273,0,1.0,340,137,122,1142,0.40294117647058825,0.8905109489051095
rolling_7d,50,1897273,1,0.0,1,0,0,1,0.0,
rolling_7d,50,1897273,1,1.0,11,1,1,42,0.09090909090909091,1.0
expanding,50,1897274,0,0.0,2229,174,120,2425,0.07806191117092867,0.6896551724137931
expanding,50,1897274,0,1.0,288,80,63,347,0.2777777777777778,0.7875
expanding,50,1897274,1,0.0,7,2,1,7,0.2857142857142857,0.5
expanding,50,1897274,1,1.0,9,1,1,13,0.1111111111111111,1.0
rolling_7d,50,1897274,0,0.0,2260,183,125,2471,0.08097345132743362,0.6830601092896175
rolling_7d,50,1897274,0,1.0,257,71,58,301,0.27626459143968873,0.8169014084507042
rolling_7d,50,1897274,1,0.0,7,2,1,7,0.2857142857142857,0.5
rolling_7d,50,1897274,1,1.0,9,1,1,13,0.1111111111111111,1.0
expanding,51,1897279,0,0.0,6786,300,133,7080,0.04420866489832007,0.44333333333333336
expanding,51,1897279,0,1.0,804,274,222,1190,0.3407960199004975,0.8102189781021898
expanding,51,1897279,1,0.0,16,0,0,19,0.0,
expanding,51,1897279,1,1.0,37,7,6,148,0.1891891891891892,0.8571428571428571
rolling_7d,51,1897279,0,0.0,6840,312,136,7149,0.0456140350877193,0.4358974358974359
rolling_7d,51,1897279,0,1.0,750,262,219,1121,0.34933333333333333,0.8358778625954199
rolling_7d,51,1897279,1,0.0,19,0,0,23,0.0,
rolling_7d,51,1897279,1,1.0,34,7,6,144,0.20588235294117646,0.8571428571428571
expanding,51,1897280,0,0.0,1509,49,18,1623,0.032471835652750164,0.3673469387755102
expanding,51,1897280,0,1.0,291,76,59,474,0.2611683848797251,0.7763157894736842
expanding,51,1897280,1,0.0,3,0,0,4,0.0,
expanding,51,1897280,1,1.0,13,0,0,17,0.0,
rolling_7d,51,1897280,0,0.0,1525,51,18,1639,0.03344262295081967,0.35294117647058826
rolling_7d,51,1897280,0,1.0,275,74,59,458,0.2690909090909091,0.7972972972972973
rolling_7d,51,1897280,1,0.0,3,0,0,4,0.0,
rolling_7d,51,1897280,1,1.0,13,0,0,17,0.0,
expanding,51,1897281,0,0.0,1431,124,97,1629,0.08665269042627533,0.782258064516129
expanding,51,1897281,0,1.0,242,38,35,574,0.15702479338842976,0.9210526315789473
expanding,51,1897281,1,0.0,6,0,0,7,0.0,
expanding,51,1897281,1,1.0,21,2,1,26,0.09523809523809523,0.5
rolling_7d,51,1897281,0,0.0,1472,135,108,1680,0.09171195652173914,0.8
rolling_7d,51,1897281,0,1.0,201,27,24,523,0.13432835820895522,0.8888888888888888
rolling_7d,51,1897281,1,0.0,6,0,0,7,0.0,
rolling_7d,51,1897281,1,1.0,21,2,1,26,0.09523809523809523,0.5
expanding,52,1897286,0,0.0,2050,113,78,2211,0.055121951219512196,0.6902654867256637
expanding,52,1897286,0,1.0,304,85,62,367,0.27960526315789475,0.7294117647058823
expanding,52,1897286,1,0.0,4,0,0,5,0.0,
expanding,52,1897286,1,1.0,27,8,8,30,0.2962962962962963,1.0
rolling_7d,52,1897286,0,0.0,2084,120,85,2245,0.05758157389635317,0.7083333333333334
rolling_7d,52,1897286,0,1.0,270,78,55,333,0.28888888888888886,0.7051282051282052
rolling_7d,52,1897286,1,0.0,4,0,0,5,0.0,
rolling_7d,52,1897286,1,1.0,27,8,8,30,0.2962962962962963,1.0
expanding,52,1897289,0,0.0,2133,38,19,2226,0.017815283638068447,0.5
expanding,52,1897289,0,1.0,366,149,116,493,0.40710382513661203,0.7785234899328859
expanding,52,1897289,1,0.0,3,0,0,3,0.0,
expanding,52,1897289,1,1.0,13,0,0,21,0.0,
rolling_7d,52,1897289,0,0.0,2145,38,19,2238,0.017715617715617717,0.5
rolling_7d,52,1897289,0,1.0,354,149,116,481,0.4209039548022599,0.7785234899328859
rolling_7d,52,1897289,1,0.0,7,0,0,7,0.0,
rolling_7d,52,1897289,1,1.0,9,0,0,17,0.0,
expanding,52,1897291,0,0.0,8845,278,151,9049,0.03143018654607123,0.5431654676258992
expanding,52,1897291,0,1.0,1210,595,490,2828,0.49173553719008267,0.8235294117647058
expanding,52,1897291,1,0.0,26,0,0,32,0.0,
expanding,52,1897291,1,1.0,36,4,3,1616,0.1111111111111111,0.75
rolling_7d,52,1897291,0,0.0,8890,285,152,9108,0.032058492688413945,0.5333333333333333
rolling_7d,52,1897291,0,1.0,1165,588,489,2769,0.5047210300429185,0.8316326530612245
rolling_7d,52,1897291,1,0.0,30,0,0,39,0.0,
rolling_7d,52,1897291,1,1.0,32,4,3,1609,0.125,0.75
expanding,54,1897296,0,0.0,2369,132,47,2512,0.05571971295905445,0.3560606060606061
expanding,54,1897296,0,1.0,435,166,115,899,0.3816091954022989,0.6927710843373494
expanding,54,1897296,1,0.0,6,1,1,7,0.16666666666666666,1.0
expanding,54,1897296,1,1.0,18,1,1,29,0.05555555555555555,1.0
rolling_7d,54,1897296,0,0.0,2383,132,47,2527,0.055392362568191356,0.3560606060606061
rolling_7d,54,1897296,0,1.0,421,166,115,884,0.39429928741092635,0.6927710843373494
rolling_7d,54,1897296,1,0.0,7,1,1,8,0.14285714285714285,1.0
rolling_7d,54,1897296,1,1.0,17,1,1,28,0.058823529411764705,1.0
expanding,54,1897297,0,0.0,2659,74,39,2739,0.027830011282437006,0.527027027027027
expanding,54,1897297,0,1.0,422,154,100,704,0.36492890995260663,0.6493506493506493
expanding,54,1897297,1,0.0,6,0,0,6,0.0,
expanding,54,1897297,1,1.0,20,5,4,47,0.25,0.8
rolling_7d,54,1897297,0,0.0,2679,75,39,2759,0.027995520716685332,0.52
rolling_7d,54,1897297,0,1.0,402,153,100,684,0.3805970149253731,0.6535947712418301
rolling_7d,54,1897297,1,0.0,8,1,0,8,0.125,0.0
rolling_7d,54,1897297,1,1.0,18,4,4,45,0.2222222222222222,1.0
expanding,54,1897299,0,0.0,10047,481,210,10979,0.04787498755847517,0.4365904365904366
expanding,54,1897299,0,1.0,1901,1019,854,11868,0.5360336664913203,0.8380765456329735
expanding,54,1897299,1,0.0,28,3,3,33,0.10714285714285714,1.0
expanding,54,1897299,1,1.0,105,28,27,2074,0.26666666666666666,0.9642857142857143
rolling_7d,54,1897299,0,0.0,10120,490,213,11059,0.04841897233201581,0.4346938775510204
rolling_7d,54,1897299,0,1.0,1828,1010,851,11788,0.5525164113785558,0.8425742574257425
rolling_7d,54,1897299,1,0.0,31,4,4,37,0.12903225806451613,1.0
rolling_7d,54,1897299,1,1.0,102,27,26,2070,0.2647058823529412,0.9629629629629629
expanding,53,1897303,0,0.0,1832,105,46,2016,0.05731441048034935,0.4380952380952381
expanding,53,1897303,0,1.0,295,83,42,732,0.28135593220338984,0.5060240963855421
expanding,53,1897303,1,0.0,3,0,0,3,0.0,
expanding,53,1897303,1,1.0,29,6,4,54,0.20689655172413793,0.6666666666666666
rolling_7d,53,1897303,0,0.0,1858,110,49,2043,0.059203444564047365,0.44545454545454544
rolling_7d,53,1897303,0,1.0,269,78,39,705,0.2899628252788104,0.5
rolling_7d,53,1897303,1,0.0,3,0,0,3,0.0,
rolling_7d,53,1897303,1,1.0,29,6,4,54,0.20689655172413793,0.6666666666666666
expanding,53,1897305,0,0.0,1877,83,46,2056,0.04421949920085243,0.5542168674698795
expanding,53,1897305,0,1.0,373,149,119,656,0.39946380697050937,0.7986577181208053
expanding,53,1897305,1,0.0,5,0,0,10,0.0,
expanding,53,1897305,1,1.0,12,1,0,73,0.08333333333333333,0.0
rolling_7d,53,1897305,0,0.0,1907,89,51,2097,0.046670162558993186,0.5730337078651685
rolling_7d,53,1897305,0,1.0,343,143,114,615,0.41690962099125367,0.7972027972027972
rolling_7d,53,1897305,1,0.0,6,0,0,11,0.0,
rolling_7d,53,1897305,1,1.0,11,1,0,72,0.09090909090909091,0.0
expanding,53,1897306,0,0.0,9747,537,324,10317,0.05509387503847338,0.6033519553072626
expanding,53,1897306,0,1.0,1315,626,492,3433,0.47604562737642586,0.7859424920127795
expanding,53,1897306,1,0.0,24,3,3,36,0.125,1.0
expanding,53,1897306,1,1.0,68,14,13,1220,0.20588235294117646,0.9285714285714286
rolling_7d,53,1897306,0,0.0,9843,555,339,10453,0.05638524839987809,0.6108108108108108
rolling_7d,53,1897306,0,1.0,1219,608,477,3297,0.49876948318293685,0.7845394736842105
rolling_7d,53,1897306,1,0.0,28,3,3,41,0.10714285714285714,1.0
rolling_7d,53,1897306,1,1.0,64,14,13,1215,0.21875,0.9285714285714286
expanding,56,1897311,0,0.0,3573,330,158,4060,0.09235936188077246,0.47878787878787876
expanding,56,1897311,0,1.0,851,377,251,1714,0.44300822561692127,0.6657824933687002
expanding,56,1897311,1,0.0,16,4,4,23,0.25,1.0
expanding,56,1897311,1,1.0,38,5,4,120,0.13157894736842105,0.8
rolling_7d,56,1897311,0,0.0,3709,396,194,4398,0.10676732272849825,0.4898989898989899
rolling_7d,56,1897311,0,1.0,715,311,215,1376,0.43496503496503497,0.6913183279742765
rolling_7d,56,1897311,1,0.0,17,4,4,24,0.23529411764705882,1.0
rolling_7d,56,1897311,1,1.0,37,5,4,119,0.13513513513513514,0.8
expanding,56,1897312,0,0.0,2762,151,64,2920,0.054670528602461986,0.423841059602649
expanding,56,1897312,0,1.0,761,369,278,1430,0.48488830486202367,0.7533875338753387
expanding,56,1897312,1,0.0,7,0,0,9,0.0,
expanding,56,1897312,1,1.0,32,5,5,62,0.15625,1.0
rolling_7d,56,1897312,0,0.0,2905,222,99,3302,0.07641996557659209,0.44594594594594594
rolling_7d,56,1897312,0,1.0,618,298,243,1048,0.48220064724919093,0.8154362416107382
rolling_7d,56,1897312,1,0.0,11,1,1,17,0.09090909090909091,1.0
rolling_7d,56,1897312,1,1.0,28,4,4,54,0.14285714285714285,1.0
expanding,56,1897315,0,0.0,20090,1211,695,21761,0.060278745644599306,0.573905862923204
expanding,56,1897315,0,1.0,3241,1538,1037,8951,0.474544893551373,0.6742522756827048
expanding,56,1897315,1,0.0,82,21,18,101,0.25609756097560976,0.8571428571428571
expanding,56,1897315,1,1.0,163,47,44,970,0.2883435582822086,0.9361702127659575
rolling_7d,56,1897315,0,0.0,20384,1308,741,22234,0.0641679748822606,0.5665137614678899
rolling_7d,56,1897315,0,1.0,2947,1441,991,8478,0.48897183576518494,0.6877168632893824
rolling_7d,56,1897315,1,0.0,90,23,20,112,0.25555555555555554,0.8695652173913043
rolling_7d,56,1897315,1,1.0,155,45,42,959,0.2903225806451613,0.9333333333333333
expanding,55,1897320,0,0.0,3394,942,132,3966,0.27754861520329993,0.14012738853503184
expanding,55,1897320,0,1.0,596,142,119,845,0.23825503355704697,0.8380281690140845
expanding,55,1897320,1,0.0,8,0,0,9,0.0,
expanding,55,1897320,1,1.0,36,6,6,55,0.16666666666666666,1.0
rolling_7d,55,1897320,0,0.0,3458,956,144,4054,0.2764603817235396,0.1506276150627615
rolling_7d,55,1897320,0,1.0,532,128,107,757,0.24060150375939848,0.8359375
rolling_7d,55,1897320,1,0.0,9,0,0,10,0.0,
rolling_7d,55,1897320,1,1.0,35,6,6,54,0.17142857142857143,1.0
expanding,55,1897322,0,0.0,2504,102,54,2624,0.04073482428115016,0.5294117647058824
expanding,55,1897322,0,1.0,517,155,131,1220,0.29980657640232106,0.8451612903225807
expanding,55,1897322,1,0.0,2,0,0,2,0.0,
expanding,55,1897322,1,1.0,30,6,6,56,0.2,1.0
rolling_7d,55,1897322,0,0.0,2574,120,65,2719,0.046620046620046623,0.5416666666666666
rolling_7d,55,1897322,0,1.0,447,137,120,1125,0.30648769574944074,0.8759124087591241
rolling_7d,55,1897322,1,0.0,3,0,0,3,0.0,
rolling_7d,55,1897322,1,1.0,29,6,6,55,0.20689655172413793,1.0
expanding,55,1897323,0,0.0,3716,203,89,3852,0.0546286329386437,0.43842364532019706
expanding,55,1897323,0,1.0,624,193,168,905,0.3092948717948718,0.8704663212435233
expanding,55,1897323,1,0.0,12,1,1,13,0.08333333333333333,1.0
expanding,55,1897323,1,1.0,21,4,2,32,0.19047619047619047,0.5
rolling_7d,55,1897323,0,0.0,3780,216,97,3932,0.05714285714285714,0.44907407407407407
rolling_7d,55,1897323,0,1.0,560,180,160,825,0.32142857142857145,0.8888888888888888
rolling_7d,55,1897323,1,0.0,13,1,1,14,0.07692307692307693,1.0
rolling_7d,55,1897323,1,1.0,20,4,2,31,0.2,0.5
expanding,58,1897329,0,0.0,13914,600,341,14768,0.043122035360069,0.5683333333333334
expanding,58,1897329,0,1.0,2373,1078,753,5794,0.45427728613569324,0.6985157699443414
expanding,58,1897329,1,0.0,53,12,12,88,0.22641509433962265,1.0
expanding,58,1897329,1,1.0,145,31,23,390,0.21379310344827587,0.7419354838709677
rolling_7d,58,1897329,0,0.0,14132,653,370,15039,0.04620718935748656,0.5666156202143952
rolling_7d,58,1897329,0,1.0,2155,1025,724,5523,0.4756380510440835,0.7063414634146341
rolling_7d,58,1897329,1,0.0,65,12,12,101,0.18461538461538463,1.0
rolling_7d,58,1897329,1,1.0,133,31,23,377,0.23308270676691728,0.7419354838709677
expanding,58,1897330,0,0.0,2533,84,37,2615,0.03316225819186735,0.44047619047619047
expanding,58,1897330,0,1.0,535,224,175,867,0.41869158878504675,0.78125
expanding,58,1897330,1,0.0,2,0,0,2,0.0,
expanding,58,1897330,1,1.0,31,6,6,47,0.1935483870967742,1.0
rolling_7d,58,1897330,0,0.0,2586,114,52,2740,0.04408352668213457,0.45614035087719296
rolling_7d,58,1897330,0,1.0,482,194,160,742,0.4024896265560166,0.8247422680412371
rolling_7d,58,1897330,1,0.0,3,0,0,3,0.0,
rolling_7d,58,1897330,1,1.0,30,6,6,46,0.2,1.0
expanding,58,1897331,0,0.0,3758,218,124,4446,0.05800957956359766,0.5688073394495413
expanding,58,1897331,0,1.0,796,328,234,1920,0.4120603015075377,0.7134146341463414
expanding,58,1897331,1,0.0,17,1,1,23,0.058823529411764705,1.0
expanding,58,1897331,1,1.0,41,6,4,96,0.14634146341463414,0.6666666666666666
rolling_7d,58,1897331,0,0.0,3845,235,136,4562,0.0611183355006502,0.5787234042553191
